SNIPPET;INDEX;CYCLES;POINTS;OBSTACLES
testrun-3-7;140;872494;183;8
testrun-3-7;141;1022988;201;8
testrun-3-7;142;1109765;224;8
testrun-3-7;143;1163955;240;9
testrun-3-7;144;1142879;234;6
testrun-3-7;145;1084458;226;7
testrun-3-7;146;1103627;232;6
testrun-3-7;147;1069731;222;6
testrun-3-7;148;1168295;242;7
testrun-3-7;149;1101223;229;6
testrun-3-7;150;1117128;218;7
testrun-3-7;151;952190;198;7
testrun-3-7;152;1076392;214;6
testrun-3-7;153;1209465;238;8
testrun-3-7;154;1160292;238;9
testrun-3-7;155;1141434;235;7
testrun-3-7;156;1006952;210;7
testrun-3-7;157;982373;209;8
testrun-3-7;158;963027;200;7
testrun-3-7;159;859956;173;7
testrun-3-7;160;788875;167;6
testrun-3-7;161;909764;194;7
testrun-3-7;162;860660;175;7
testrun-3-7;163;866865;165;7
testrun-3-7;164;896341;183;8
testrun-3-7;165;851024;180;8
testrun-3-7;166;902283;178;9
testrun-3-7;167;834600;170;7
testrun-3-7;168;866652;179;9
testrun-3-7;169;986201;209;10
testrun-3-7;170;1187935;233;9
testrun-3-7;171;1138524;238;8
testrun-3-7;172;1031489;217;10
testrun-3-7;173;1245764;240;9
testrun-3-7;174;1144987;241;9
testrun-3-7;175;1140941;240;8
testrun-3-7;176;1146331;239;6
testrun-3-7;177;1069076;225;6
testrun-3-7;178;1076482;203;7
testrun-3-7;179;959028;200;6
testrun-3-7;180;1082545;218;7
testrun-3-7;181;1110757;233;8
testrun-3-7;182;1047892;217;9
testrun-3-7;183;1078994;225;10
testrun-3-7;184;1099117;231;10
testrun-3-7;185;1101885;220;9
testrun-3-7;186;840679;178;9
testrun-3-7;187;1099903;233;9
testrun-3-7;188;1087043;221;8
testrun-3-7;189;975678;201;8
testrun-3-7;190;850234;182;7
testrun-3-7;191;1066453;216;9
testrun-3-7;192;1020084;209;8
testrun-3-7;193;1035117;199;7
testrun-3-7;194;971789;183;8
testrun-3-7;195;939081;179;8
testrun-3-7;196;909027;178;8
testrun-3-7;197;859355;170;8
testrun-3-7;198;725143;146;7
testrun-3-7;199;873838;183;8
testrun-3-8;0;826429;170;8
testrun-3-8;1;859461;182;8
testrun-3-8;2;887279;186;8
testrun-3-8;3;1016667;215;8
testrun-3-8;4;914633;180;7
testrun-3-8;5;939971;184;8
testrun-3-8;6;892789;182;7
testrun-3-8;7;891838;188;8
testrun-3-8;8;1134398;222;9
testrun-3-8;9;1066283;225;9
testrun-3-8;10;1135075;223;8
testrun-3-8;11;1135608;226;8
testrun-3-8;12;1049631;204;7
testrun-3-8;13;882527;187;7
testrun-3-8;14;1000626;213;9
testrun-3-8;15;951586;196;8
testrun-3-8;16;881766;186;9
testrun-3-8;17;856959;179;7
testrun-3-8;18;962755;194;9
testrun-3-8;19;967589;198;8
testrun-3-8;20;887292;186;9
testrun-3-8;21;999248;202;7
testrun-3-8;22;1147546;235;8
testrun-3-8;23;1120514;234;7
testrun-3-8;24;1091337;229;8
testrun-3-8;25;1146333;241;7
testrun-3-8;26;1128007;231;7
testrun-3-8;27;1135146;236;8
testrun-3-8;28;1141513;222;6
testrun-3-8;29;976492;204;8
testrun-3-8;30;911287;192;7
testrun-3-8;31;1095142;221;6
testrun-3-8;32;1177387;227;8
testrun-3-8;33;1061078;219;7
testrun-3-8;34;1071297;199;9
testrun-4-0;0;1045043;220;8
testrun-4-0;1;1174925;246;5
testrun-4-0;2;1081640;224;5
testrun-4-0;3;1220862;256;5
testrun-4-0;4;1194975;250;5
testrun-4-0;5;950926;198;6
testrun-4-0;6;1193477;248;4
testrun-4-0;7;1112333;233;4
testrun-4-0;8;1036990;208;6
testrun-4-0;9;1109445;234;4
testrun-4-0;10;1053630;223;4
testrun-4-0;11;950608;199;5
testrun-4-0;12;1132587;237;4
testrun-4-0;13;1244282;259;4
testrun-4-0;14;1259214;262;6
testrun-4-0;15;1246298;248;5
testrun-4-0;16;1258858;257;4
testrun-4-0;17;1131249;233;5
testrun-4-0;18;1209887;253;5
testrun-4-0;19;1163377;242;5
testrun-4-0;20;1102967;221;8
testrun-4-0;21;1249072;261;5
testrun-4-0;22;1071428;226;5
testrun-4-0;23;1250602;260;4
testrun-4-0;24;1129822;237;4
testrun-4-0;25;1033921;216;5
testrun-4-0;26;1170716;244;5
testrun-4-0;27;1196042;237;6
testrun-4-0;28;1002653;204;6
testrun-4-0;29;1121370;233;6
testrun-4-0;30;1131872;230;6
testrun-4-0;31;1131972;236;5
testrun-4-0;32;1197346;251;5
testrun-4-0;33;1052321;217;6
testrun-4-0;34;1235315;257;4
testrun-4-0;35;1270795;263;4
testrun-5-0;0;1046450;206;9
testrun-5-0;1;1056782;215;12
testrun-5-0;2;1137516;221;8
testrun-5-0;3;1253070;236;10
testrun-5-0;4;1145742;235;9
testrun-5-0;5;1105553;229;9
testrun-5-0;6;1105360;231;10
testrun-5-0;7;1251243;242;10
testrun-5-0;8;1140902;217;9
testrun-5-0;9;942143;187;8
testrun-5-0;10;1260423;228;8
testrun-5-0;11;1174331;239;11
testrun-5-0;12;1245720;245;9
testrun-5-0;13;1173550;222;10
testrun-5-0;14;1212918;236;8
testrun-5-0;15;1157718;242;8
testrun-5-0;16;1143676;234;8
testrun-5-0;17;1224299;245;6
testrun-5-0;18;1150680;236;7
testrun-5-0;19;1182299;223;8
testrun-5-0;20;994644;193;9
testrun-5-0;21;902571;169;8
testrun-5-0;22;999748;194;8
testrun-5-0;23;1021654;197;8
testrun-5-0;24;1066239;226;8
testrun-5-0;25;1164214;234;7
testrun-5-0;26;1169163;242;8
testrun-5-0;27;1196345;244;8
testrun-5-0;28;1245084;251;8
testrun-5-0;29;1323352;270;9
testrun-5-0;30;1305821;276;10
testrun-5-0;31;614886;124;8
testrun-5-0;32;1369521;283;6
testrun-5-0;33;1445871;302;8
testrun-5-0;34;1323551;276;7
testrun-5-0;35;1300432;271;7
testrun-5-0;36;1303408;270;7
testrun-5-0;37;1206575;254;7
testrun-5-0;38;1337005;273;7
testrun-5-0;39;1332422;274;7
testrun-5-0;40;1344336;274;7
testrun-5-0;41;1275905;265;7
testrun-5-0;42;1365120;277;7
testrun-5-0;43;1374316;282;7
testrun-5-0;44;1348057;280;7
testrun-5-0;45;1358181;281;7
testrun-5-0;46;1409932;284;8
testrun-5-0;47;1376098;279;8
testrun-5-0;48;1396763;285;8
testrun-5-0;49;1379346;276;10
testrun-5-0;50;1397153;282;12
testrun-5-0;51;1206180;251;10
testrun-5-0;52;1065788;222;10
testrun-5-0;53;1269200;261;11
testrun-5-0;54;1153359;239;11
testrun-5-0;55;1099058;227;10
testrun-5-0;56;1066234;209;11
testrun-5-0;57;994856;198;10
testrun-5-0;58;938259;186;8
testrun-5-0;59;1086407;222;9
testrun-5-0;60;1047856;213;8
testrun-5-0;61;1183722;249;7
testrun-5-0;62;1315853;249;8
testrun-5-0;63;1176728;243;6
testrun-5-0;64;1262795;256;7
testrun-5-0;65;1474442;277;6
testrun-5-0;66;1425047;300;8
testrun-5-0;67;1372242;284;8
testrun-5-0;68;1364129;269;7
testrun-5-0;69;1292506;256;6
testrun-5-0;70;1438021;269;9
testrun-5-0;71;1251755;258;8
testrun-5-0;72;1255846;252;9
testrun-5-0;73;1266921;252;8
testrun-5-0;74;1211882;249;9
testrun-5-0;75;1352591;254;8
testrun-5-0;76;1296330;264;9
testrun-5-0;77;1311782;270;8
testrun-5-0;78;1315530;275;8
testrun-5-0;79;1239288;255;8
testrun-5-0;80;1264950;264;7
testrun-5-0;81;1382635;282;7
testrun-5-0;82;1373621;282;7
testrun-5-0;83;1337948;280;7
testrun-5-0;84;1389874;282;7
testrun-5-0;85;1336831;279;8
testrun-5-0;86;1335985;271;8
testrun-5-0;87;1241923;261;7
testrun-5-0;88;1274468;266;8
testrun-5-0;89;1204752;250;9
testrun-5-0;90;1190920;250;9
testrun-5-0;91;1243621;258;9
testrun-5-0;92;1271404;262;9
testrun-5-0;93;1416479;283;11
testrun-5-0;94;1300298;261;10
testrun-5-0;95;1085425;224;8
testrun-5-0;96;1170288;233;9
testrun-5-0;97;1215349;242;8
testrun-5-0;98;1323368;265;8
testrun-5-0;99;1302787;273;8
testrun-5-0;100;1406348;292;9
testrun-5-0;101;1344477;273;8
testrun-5-0;102;1253919;258;9
testrun-5-0;103;1193471;247;9
testrun-5-0;104;1336731;264;8
testrun-5-0;105;1257856;258;8
testrun-5-0;106;1063932;225;7
testrun-5-0;107;1292499;264;8
testrun-5-0;108;1296424;268;9
testrun-5-0;109;1332439;273;8
testrun-5-0;110;1312267;268;8
testrun-5-0;111;1299616;271;7
testrun-5-0;112;1381251;278;6
testrun-5-0;113;1322299;277;8
testrun-5-0;114;1378146;281;6
testrun-5-0;115;1314442;270;7
testrun-5-0;116;1207992;245;8
testrun-5-0;117;1138736;237;7
testrun-5-0;118;1278974;257;10
testrun-5-0;119;1180628;241;6
testrun-5-0;120;1124184;227;7
testrun-5-0;121;1229293;255;8
testrun-5-0;122;1416386;278;9
testrun-5-0;123;1367944;283;8
testrun-5-0;124;1423229;290;8
testrun-5-0;125;1165176;248;11
testrun-5-0;126;1263741;262;8
testrun-5-0;127;1181652;238;7
testrun-5-0;128;1310469;266;9
testrun-5-0;129;1261448;260;8
testrun-5-0;130;1255512;262;8
testrun-5-0;131;1290711;268;8
testrun-5-0;132;1270696;263;8
testrun-5-0;133;1415253;276;7
testrun-5-0;134;1356396;259;7
testrun-5-0;135;1305458;270;7
testrun-5-0;136;1352283;276;7
testrun-5-0;137;1381517;289;7
testrun-5-0;138;1372989;285;7
testrun-5-0;139;1306403;264;8
testrun-5-0;140;1288730;265;9
testrun-5-0;141;1173087;245;7
testrun-5-0;142;1154014;237;8
testrun-5-0;143;1092413;223;9
testrun-5-0;144;998714;203;8
testrun-5-0;145;992583;205;9
testrun-5-0;146;1077160;223;8
testrun-5-0;147;1135082;235;8
testrun-5-0;148;1151167;239;7
testrun-5-0;149;1210157;251;8
testrun-5-0;150;1260355;260;8
testrun-5-0;151;1249141;260;8
testrun-5-0;152;1178343;242;10
testrun-5-0;153;1169962;247;8
testrun-5-0;154;1138741;232;8
testrun-5-0;155;1158870;241;10
testrun-5-0;156;1209657;244;9
testrun-5-0;157;1138928;229;9
testrun-5-0;158;1019057;201;8
testrun-5-0;159;829497;172;8
testrun-5-0;160;893088;171;8
testrun-5-0;161;1039938;206;8
testrun-5-0;162;1083365;219;8
testrun-5-0;163;1163825;224;8
testrun-5-0;164;1114743;211;7
testrun-5-0;165;1081388;220;9
testrun-5-0;166;1042833;217;10
testrun-5-0;167;1065293;222;9
testrun-5-0;168;1091563;227;8
testrun-5-0;169;1112807;226;9
testrun-5-0;170;1036725;218;9
testrun-5-0;171;1033314;208;9
testrun-5-0;172;937931;180;8
testrun-5-0;173;1031889;212;8
testrun-5-0;174;1043399;211;8
testrun-5-0;175;1169247;217;7
testrun-5-0;176;1063035;217;9
testrun-5-0;177;1082775;205;8
testrun-5-0;178;1100482;228;10
testrun-5-0;179;1276625;247;9
testrun-5-0;180;1220684;220;8
testrun-5-0;181;1197228;228;7
testrun-5-0;182;1147530;235;9
testrun-5-0;183;1109307;215;9
testrun-5-0;184;1075261;210;9
testrun-5-0;185;967183;194;8
testrun-5-0;186;995559;189;8
testrun-5-0;187;1090237;207;7
testrun-5-0;188;990287;197;8
testrun-5-0;189;1025389;212;9
testrun-5-0;190;951710;182;8
testrun-5-0;191;1056355;209;7
testrun-5-0;192;1013222;205;8
testrun-5-0;193;1068401;200;8
testrun-5-0;194;1025941;209;10
testrun-5-0;195;896102;187;7
testrun-5-0;196;974707;189;8
testrun-5-0;197;1033033;194;8
testrun-5-0;198;1021287;186;6
testrun-5-0;199;1027803;209;8
testrun-5-1;0;1011845;204;7
testrun-5-1;1;992527;201;8
testrun-5-1;2;1035394;208;7
testrun-5-1;3;1035324;217;9
testrun-5-1;4;1138219;230;9
testrun-5-1;5;1254246;253;9
testrun-5-1;6;1191849;247;8
testrun-5-1;7;1135187;232;9
testrun-5-1;8;1262047;257;8
testrun-5-1;9;1159413;239;9
testrun-5-1;10;1229458;236;9
testrun-5-1;11;1065898;224;8
testrun-5-1;12;1014047;200;8
testrun-5-1;13;902262;178;7
testrun-5-1;14;1001203;204;8
testrun-5-1;15;996634;189;7
testrun-5-1;16;1018075;206;8
testrun-5-1;17;1159004;240;8
testrun-5-1;18;1056821;223;9
testrun-5-1;19;1281218;252;7
testrun-5-1;20;1288110;261;8
testrun-5-1;21;1205212;246;9
testrun-5-1;22;1225662;255;11
testrun-5-1;23;1135122;236;8
testrun-5-1;24;1267252;243;8
testrun-5-1;25;1225467;249;8
testrun-5-1;26;1220244;244;10
testrun-5-1;27;1211596;240;7
testrun-5-1;28;1219000;236;8
testrun-5-1;29;1192149;228;7
testrun-5-1;30;986952;197;8
testrun-5-1;31;1111377;223;10
testrun-5-1;32;1016006;216;9
testrun-5-1;33;942828;188;9
testrun-5-1;34;916528;180;6
testrun-5-1;35;978275;190;9
testrun-5-1;36;983900;198;8
testrun-5-1;37;1168157;239;8
testrun-5-1;38;1328505;265;9
testrun-5-1;39;1321450;276;10
testrun-5-1;40;1375663;282;8
testrun-5-1;41;1314443;261;7
testrun-5-1;42;1302760;259;7
testrun-5-1;43;1359082;275;9
testrun-5-1;44;1274816;265;9
testrun-5-1;45;1208392;252;9
testrun-5-1;46;1243763;260;7
testrun-5-1;47;1287516;266;7
testrun-5-1;48;1281674;268;7
testrun-5-1;49;1215463;256;9
testrun-5-1;50;1279475;269;7
testrun-5-1;51;1297917;272;9
testrun-5-1;52;1294375;272;10
testrun-5-1;53;1274181;264;10
testrun-5-1;54;1130466;237;7
testrun-5-1;55;1133343;225;10
testrun-5-1;56;1065945;220;7
testrun-5-1;57;1110576;215;7
testrun-5-1;58;1190656;248;7
testrun-5-1;59;1235422;250;8
testrun-5-1;60;1250844;247;8
testrun-5-1;61;1360211;281;8
testrun-5-1;62;1374804;280;7
testrun-5-1;63;1276798;268;8
testrun-5-1;64;1269151;257;8
testrun-5-1;65;1180567;249;9
testrun-5-1;66;1342416;260;8
testrun-5-1;67;1311014;271;8
testrun-5-1;68;1332397;277;8
testrun-5-1;69;1137296;237;8
testrun-5-1;70;1326184;267;8
testrun-5-1;71;1305407;271;8
testrun-5-1;72;1262602;262;7
testrun-5-1;73;1332289;271;6
testrun-5-1;74;1304040;271;7
testrun-5-1;75;1393344;284;7
testrun-5-1;76;1357589;269;8
testrun-5-1;77;1242737;249;11
testrun-5-1;78;1128772;235;9
testrun-5-1;79;1257857;259;10
testrun-5-1;80;1162806;236;10
testrun-5-1;81;1211515;245;8
testrun-5-1;82;1113756;227;6
testrun-5-1;83;1270376;267;8
testrun-5-1;84;1389695;284;7
testrun-5-1;85;1386497;290;7
testrun-5-1;86;1304561;268;7
testrun-5-1;87;1224151;256;8
testrun-5-1;88;1200921;240;7
testrun-5-1;89;1248290;257;9
testrun-5-1;90;1279270;266;8
testrun-5-1;91;1339459;274;8
testrun-5-1;92;1206253;232;7
testrun-5-1;93;1306786;270;7
testrun-5-1;94;1359785;273;7
testrun-5-1;95;1355473;279;7
testrun-5-1;96;1351214;277;7
testrun-5-1;97;1354001;281;9
testrun-5-1;98;1270979;263;9
testrun-5-1;99;1187940;243;7
testrun-5-1;100;1142765;236;8
testrun-5-1;101;1118100;214;9
testrun-5-1;102;1032218;204;10
testrun-5-1;103;979464;201;7
testrun-5-1;104;1059267;222;9
testrun-5-1;105;1113071;229;8
testrun-5-1;106;1155557;239;8
testrun-5-1;107;1158215;237;8
testrun-5-1;108;1292175;263;8
testrun-5-1;109;1233533;259;6
testrun-5-1;110;1219229;253;8
testrun-5-1;111;1237542;249;9
testrun-5-1;112;1169198;242;11
testrun-5-1;113;1201286;241;9
testrun-5-1;114;1220529;241;10
testrun-5-1;115;1226131;238;9
testrun-5-1;116;1153331;228;8
testrun-5-1;117;1033290;208;12
testrun-5-1;118;1006895;204;10
testrun-5-1;119;962499;202;9
testrun-5-1;120;1047322;199;9
testrun-5-1;121;948653;197;10
testrun-5-1;122;1009665;209;9
testrun-5-1;123;1080401;216;10
testrun-5-1;124;1087253;219;9
testrun-5-1;125;1089605;218;9
testrun-5-1;126;1056232;221;8
testrun-5-1;127;1072817;211;10
testrun-5-1;128;1113892;222;9
testrun-5-1;129;1070579;213;9
testrun-5-1;130;963888;199;8
testrun-5-1;131;916156;182;9
testrun-5-1;132;1051675;216;9
testrun-5-1;133;1131714;220;9
testrun-5-1;134;1158424;207;9
testrun-5-1;135;1155988;231;9
testrun-5-1;136;1066172;214;10
testrun-5-1;137;1068232;212;10
testrun-5-1;138;1264618;238;9
testrun-5-1;139;1012794;202;7
testrun-5-1;140;1125458;218;8
testrun-5-1;141;1223343;225;8
testrun-5-1;142;1114301;226;7
testrun-5-1;143;1014926;200;7
testrun-5-1;144;922239;186;8
testrun-5-1;145;971262;189;8
testrun-5-1;146;1090623;206;9
testrun-5-1;147;890226;187;9
testrun-5-1;148;1141500;214;9
testrun-5-1;149;884810;178;10
testrun-5-1;150;1116053;209;7
testrun-5-1;151;1046677;205;8
testrun-5-1;152;997531;209;8
testrun-5-1;153;974190;194;8
testrun-5-1;154;1125068;193;8
testrun-5-1;155;997233;195;9
testrun-5-1;156;997212;189;7
testrun-5-1;157;1019192;213;10
testrun-5-1;158;1134509;224;10
testrun-5-1;159;1159912;237;10
testrun-5-1;160;1182620;243;9
testrun-5-1;161;1273963;240;8
testrun-5-1;162;1262761;239;7
testrun-5-1;163;1144330;234;8
testrun-5-1;164;1232499;248;8
testrun-5-1;165;1172546;238;7
testrun-5-1;166;1224352;227;7
testrun-5-1;167;1019710;200;7
testrun-5-1;168;963259;191;7
testrun-5-1;169;1134460;219;8
testrun-5-1;170;1202243;242;8
testrun-5-1;171;1296980;267;10
testrun-5-1;172;1352906;283;10
testrun-5-1;173;1342558;279;8
testrun-5-1;174;1367412;284;9
testrun-5-1;175;1307520;271;8
testrun-5-1;176;1265946;267;8
testrun-5-1;177;1136359;230;7
testrun-5-1;178;1297728;269;7
testrun-5-1;179;1182998;251;7
testrun-5-1;180;1291658;270;8
testrun-5-1;181;1297286;267;8
testrun-5-1;182;1097863;224;8
testrun-5-1;183;1328159;270;8
testrun-5-1;184;1301078;258;7
testrun-5-1;185;1286315;263;7
testrun-5-1;186;1321426;268;7
testrun-5-1;187;1368679;266;6
testrun-5-1;188;1254331;257;7
testrun-5-1;189;1380720;278;7
testrun-5-1;190;1334131;272;7
testrun-5-1;191;1394948;270;7
testrun-5-1;192;1332544;277;8
testrun-5-1;193;1327682;273;7
testrun-5-1;194;1381151;281;7
testrun-5-1;195;1079468;189;8
testrun-6-0;0;977072;182;8
testrun-6-0;1;1112533;229;8
testrun-6-0;2;1200421;248;10
testrun-6-0;3;1303871;268;10
testrun-6-0;4;1369917;275;10
testrun-6-0;5;1271255;252;9
testrun-6-0;6;1412310;280;10
testrun-6-0;7;1295343;269;10
testrun-6-0;8;1230176;245;10
testrun-6-0;9;1275044;271;11
testrun-6-0;10;1213021;257;10
testrun-6-0;11;1334114;273;9
testrun-6-0;12;1279369;264;8
testrun-6-0;13;1129793;229;9
testrun-6-0;14;1350900;269;11
testrun-6-0;15;1280643;265;10
testrun-6-0;16;1243501;257;11
testrun-6-0;17;1216516;243;9
testrun-6-0;18;1091928;219;7
testrun-6-0;19;1046073;206;6
testrun-6-0;20;892079;189;9
testrun-6-0;21;1148719;232;7
testrun-6-0;22;1175373;231;7
testrun-6-0;23;1202377;247;8
testrun-6-0;24;1290182;273;9
testrun-6-0;25;1357810;283;9
testrun-6-0;26;1350802;281;9
testrun-6-0;27;1291164;268;8
testrun-6-0;28;1257277;263;8
testrun-6-0;29;1210339;255;8
testrun-6-0;30;1283602;261;7
testrun-6-0;31;1253971;264;9
testrun-6-0;32;1295875;266;7
testrun-6-0;33;1353145;274;8
testrun-6-0;34;1288037;266;8
testrun-6-0;35;1183875;239;7
testrun-6-0;36;1295972;262;7
testrun-6-0;37;1286220;261;5
testrun-6-0;38;1289873;258;6
testrun-6-0;39;1213356;250;5
testrun-6-0;40;1285880;254;6
testrun-6-0;41;1332605;271;8
testrun-6-0;42;1305949;258;8
testrun-6-0;43;1308009;268;8
testrun-6-0;44;1305258;272;8
testrun-6-0;45;1265569;260;8
testrun-6-0;46;1286592;268;7
testrun-6-0;47;1326022;269;7
testrun-6-0;48;1341794;277;8
testrun-6-0;49;1436990;283;8
testrun-6-0;50;1393127;280;9
testrun-6-0;51;1272381;260;9
testrun-6-0;52;1195538;248;7
testrun-6-0;53;1154593;238;7
testrun-6-0;54;1065483;216;9
testrun-6-0;55;1015882;205;10
testrun-6-0;56;1005677;206;7
testrun-6-0;57;1130847;221;8
testrun-6-0;58;1109108;235;8
testrun-6-0;59;1209951;240;7
testrun-6-0;60;1233349;244;10
testrun-6-0;61;1326038;265;8
testrun-6-0;62;1184307;247;8
testrun-6-0;63;1211833;251;8
testrun-6-0;64;1163597;247;8
testrun-6-0;65;1226375;246;8
testrun-6-0;66;1148831;237;8
testrun-6-0;67;1165461;232;8
testrun-6-0;68;1095833;219;8
testrun-6-0;69;920512;176;8
testrun-6-0;70;824206;165;8
testrun-6-0;71;1023311;208;7
testrun-6-0;72;996305;194;8
testrun-6-0;73;1012926;213;9
testrun-6-0;74;1006115;203;9
testrun-6-0;75;978093;201;8
testrun-6-0;76;1055015;221;11
testrun-6-0;77;1114615;236;12
testrun-6-0;78;1287307;261;9
testrun-6-0;79;1336331;270;8
testrun-6-0;80;1206362;246;10
testrun-6-0;81;1373433;277;10
testrun-6-0;82;1316127;265;8
testrun-6-0;83;1230421;249;8
testrun-6-0;84;1401861;282;9
testrun-6-0;85;1307182;268;9
testrun-6-0;86;1160984;238;9
testrun-6-0;87;1156678;236;9
testrun-6-0;88;1072001;208;9
testrun-6-0;89;972384;186;9
testrun-6-0;90;1091934;222;10
testrun-6-0;91;1006501;202;9
testrun-6-0;92;975605;196;10
testrun-6-0;93;1009520;204;9
testrun-6-0;94;1135902;239;9
testrun-6-0;95;1121651;236;8
testrun-6-0;96;1118653;226;10
testrun-6-0;97;1059908;225;9
testrun-6-0;98;1074246;221;7
testrun-6-0;99;1120894;237;8
testrun-6-0;100;1104965;234;7
testrun-6-0;101;1119153;239;8
testrun-6-0;102;1208664;246;9
testrun-6-0;103;1068535;208;8
testrun-6-0;104;1064598;207;7
testrun-6-0;105;920603;183;6
testrun-6-0;106;846048;171;8
testrun-6-0;107;1035826;194;8
testrun-6-0;108;1061035;209;9
testrun-6-0;109;1141296;230;10
testrun-6-0;110;1169397;235;9
testrun-6-0;111;1211202;253;8
testrun-6-0;112;1269267;251;8
testrun-6-0;113;1236428;249;10
testrun-6-0;114;1246497;250;8
testrun-6-0;115;1364369;240;7
testrun-6-0;116;1289061;263;8
testrun-6-0;117;1202359;248;8
testrun-6-0;118;1265969;245;9
testrun-6-0;119;1206244;251;8
testrun-6-0;120;1194515;254;10
testrun-6-0;121;1187224;251;10
testrun-6-0;122;1236644;258;9
testrun-6-0;123;1254103;240;8
testrun-6-0;124;1180033;224;7
testrun-6-0;125;982179;193;9
testrun-6-0;126;866815;176;8
testrun-6-0;127;1101877;210;8
testrun-6-0;128;1094023;222;9
testrun-6-0;129;1082737;214;10
testrun-6-0;130;1125948;224;10
testrun-6-0;131;1166456;227;8
testrun-6-0;132;1003647;201;8
testrun-6-0;133;982084;187;7
testrun-6-0;134;1126196;213;8
testrun-6-0;135;1167567;230;8
testrun-6-0;136;1261284;250;8
testrun-6-0;137;1246809;241;8
testrun-6-0;138;1233294;258;9
testrun-6-0;139;1265679;255;8
testrun-6-0;140;1163070;237;9
testrun-6-0;141;1262214;251;11
testrun-6-0;142;1242753;252;8
testrun-6-0;143;1256969;242;9
testrun-6-0;144;1335473;262;7
testrun-6-0;145;1276194;255;7
testrun-6-0;146;1190922;246;10
testrun-6-0;147;1200913;251;9
testrun-6-0;148;1194827;246;9
testrun-6-0;149;1104480;233;8
testrun-6-0;150;1148311;231;9
testrun-6-0;151;943781;190;8
testrun-6-0;152;921889;182;9
testrun-6-0;153;1027445;215;8
testrun-6-0;154;1046994;200;9
testrun-6-0;155;933756;189;7
testrun-6-0;156;1016876;207;7
testrun-6-0;157;1014245;201;9
testrun-6-0;158;1018207;206;9
testrun-6-0;159;1069836;204;9
testrun-6-0;160;920293;190;9
testrun-6-0;161;1021832;214;8
testrun-6-0;162;1057774;212;8
testrun-6-0;163;1021167;212;8
testrun-6-0;164;1029367;218;10
testrun-6-0;165;1100587;220;9
testrun-6-0;166;1055566;215;9
testrun-6-0;167;993121;199;9
testrun-6-0;168;1041007;219;9
testrun-6-0;169;999201;209;8
testrun-6-0;170;866338;176;8
testrun-6-0;171;1017589;205;8
testrun-6-0;172;1077831;220;9
testrun-6-0;173;1101808;220;7
testrun-6-0;174;985734;199;9
testrun-6-0;175;976888;190;8
testrun-6-0;176;933623;182;8
testrun-6-0;177;1021335;195;7
testrun-6-0;178;1063452;195;5
testrun-6-0;179;840943;171;7
testrun-6-0;180;868323;184;8
testrun-6-0;181;970744;189;7
testrun-6-0;182;908321;183;7
testrun-6-0;183;832589;164;8
testrun-6-0;184;924879;184;6
testrun-6-0;185;786299;159;6
testrun-6-0;186;979953;196;5
testrun-6-0;187;1003168;195;8
testrun-6-0;188;904259;172;8
testrun-6-0;189;900792;184;6
testrun-6-0;190;848506;169;8
testrun-6-0;191;1020916;203;7
testrun-6-0;192;895544;183;8
testrun-6-0;193;849189;164;7
testrun-6-0;194;1019342;191;6
testrun-6-0;195;910139;169;6
testrun-6-0;196;1050247;205;10
testrun-6-0;197;964489;197;8
testrun-6-0;198;763526;151;7
testrun-6-0;199;929822;189;5
testrun-6-1;0;893193;176;6
testrun-6-1;1;986841;198;9
testrun-6-1;2;1031715;191;7
testrun-6-1;3;817847;154;7
testrun-6-1;4;959854;189;8
testrun-6-1;5;927958;168;8
testrun-6-1;6;1120456;210;8
testrun-6-1;7;969003;182;6
testrun-6-1;8;755875;158;6
testrun-6-1;9;972476;199;7
testrun-6-1;10;1055707;213;8
testrun-6-1;11;1085251;213;9
testrun-6-1;12;1163270;238;9
testrun-6-1;13;1255940;240;10
testrun-6-1;14;1230971;250;8
testrun-6-1;15;1176937;243;9
testrun-6-1;16;1190318;250;8
testrun-6-1;17;1138386;231;11
testrun-6-1;18;1292327;246;8
testrun-6-1;19;1125084;241;9
testrun-6-1;20;1159259;228;7
testrun-6-1;21;1037056;221;8
testrun-6-1;22;1170326;243;6
testrun-6-1;23;1146260;241;8
testrun-6-1;24;1173967;247;8
testrun-6-1;25;1186303;239;7
testrun-6-1;26;1121958;232;8
testrun-6-1;27;1095529;223;9
testrun-6-1;28;972952;201;7
testrun-6-1;29;981021;189;8
testrun-6-1;30;1097265;212;8
testrun-6-1;31;1063981;205;8
testrun-6-1;32;952447;184;8
testrun-6-1;33;1004832;199;6
testrun-6-1;34;1076665;207;7
testrun-6-1;35;1030248;214;7
testrun-6-1;36;1096663;219;10
testrun-6-1;37;1032174;215;6
testrun-6-1;38;1126075;226;8
testrun-6-1;39;1059012;214;9
testrun-6-1;40;974396;198;8
testrun-6-1;41;1100853;206;9
testrun-6-1;42;958541;196;8
testrun-6-1;43;1124966;237;7
testrun-6-1;44;1033187;217;6
testrun-6-1;45;1126821;230;7
testrun-6-1;46;1242952;240;9
testrun-6-1;47;1326690;260;8
testrun-6-1;48;1336669;270;6
testrun-6-1;49;1360498;285;8
testrun-6-1;50;1303868;254;6
testrun-6-1;51;1188673;240;5
testrun-6-1;52;1348436;264;6
testrun-6-1;53;1345137;280;8
testrun-6-1;54;1335626;273;6
testrun-6-1;55;1351975;271;8
