SNIPPET;INDEX;CYCLES;POINTS;OBSTACLES
testrun-8-1;199;264341;43;5
testrun-8-2;0;385876;52;6
testrun-8-2;1;367633;53;5
testrun-8-2;2;288896;55;8
testrun-8-2;3;301718;52;7
testrun-8-2;4;283057;46;6
testrun-8-2;5;536207;100;10
testrun-8-2;6;843823;146;10
testrun-8-2;7;1046093;154;9
testrun-8-2;8;237667;43;5
testrun-8-2;9;679997;104;7
testrun-8-2;10;972877;133;11
testrun-8-2;11;673707;80;7
testrun-8-2;12;455898;83;8
testrun-8-2;13;735911;96;8
testrun-8-2;14;536020;94;12
testrun-8-2;15;643664;96;9
testrun-8-2;16;511069;88;7
testrun-8-2;17;261689;47;5
testrun-8-2;18;348723;45;4
testrun-8-2;19;391986;48;4
testrun-8-2;20;529657;94;10
testrun-8-2;21;249486;38;4
testrun-8-2;22;358853;46;4
testrun-8-2;23;464259;85;6
testrun-8-2;24;315759;45;4
testrun-8-2;25;605248;97;9
testrun-8-2;26;779277;117;7
testrun-8-2;27;445531;59;6
testrun-8-2;28;325193;53;5
testrun-8-2;29;374243;51;4
testrun-8-2;30;345013;51;5
testrun-8-2;31;318630;49;5
testrun-8-2;32;219136;39;4
testrun-8-2;33;214165;30;3
testrun-8-2;34;178830;35;5
testrun-8-2;35;1309007;152;10
testrun-8-2;36;353746;51;6
testrun-8-2;37;316086;53;5
testrun-8-2;38;778591;134;9
testrun-8-2;39;332458;50;6
testrun-8-2;40;389840;56;7
testrun-8-2;41;363410;63;8
testrun-8-2;42;400197;58;7
testrun-8-2;43;355838;70;8
testrun-8-2;44;772719;134;10
testrun-8-2;45;267507;47;5
testrun-8-2;46;386703;57;6
testrun-8-2;47;287433;45;5
testrun-8-2;48;444752;59;6
testrun-8-2;49;615884;83;7
testrun-8-2;50;529166;74;6
testrun-8-2;51;292922;50;6
testrun-8-2;52;292948;43;4
testrun-8-2;53;323397;54;6
testrun-8-2;54;334232;49;6
testrun-8-2;55;7757;49;6
testrun-8-2;56;624845;116;6
testrun-8-2;57;7757;116;6
testrun-8-2;58;557244;82;8
testrun-8-2;59;289773;42;5
testrun-8-2;60;250460;46;6
testrun-8-2;61;414396;74;8
testrun-8-2;62;298996;42;5
testrun-8-2;63;513581;82;5
testrun-8-2;64;524333;88;7
testrun-8-2;65;359620;63;7
testrun-8-2;66;101401;17;2
testrun-8-2;67;10125;17;2
testrun-8-2;68;837660;137;12
testrun-8-2;69;485827;90;10
testrun-8-2;70;682037;118;10
testrun-8-2;71;568077;87;8
testrun-8-2;72;256137;41;5
testrun-8-2;73;300745;48;5
testrun-8-2;74;338704;50;5
testrun-8-2;75;7757;50;5
testrun-8-2;76;263890;44;5
testrun-8-2;77;606664;88;8
testrun-8-2;78;244436;39;4
testrun-8-2;79;709607;131;11
testrun-8-2;80;564847;95;9
testrun-8-2;81;332546;52;6
testrun-8-2;82;337819;57;6
testrun-8-2;83;706055;124;12
testrun-8-2;84;404523;68;8
testrun-8-2;85;321463;49;6
testrun-8-2;86;966879;125;9
testrun-8-2;87;559524;80;7
testrun-8-2;88;295870;50;6
testrun-8-2;89;384418;51;5
testrun-8-2;90;235945;47;6
testrun-8-2;91;26995;3;6
testrun-8-2;92;1133883;151;15
testrun-8-2;93;717368;92;8
testrun-8-2;94;625350;105;12
testrun-8-2;95;487615;92;8
testrun-8-2;96;523710;92;9
testrun-8-2;97;230617;44;6
testrun-8-2;98;307960;49;5
testrun-8-2;99;294576;46;5
testrun-8-2;100;325801;47;5
testrun-8-2;101;537842;94;9
testrun-8-2;102;459354;74;7
testrun-8-2;103;304024;49;6
testrun-8-2;104;1008323;124;5
testrun-8-2;105;604421;96;8
testrun-8-2;106;703262;83;7
testrun-8-2;107;690617;94;9
testrun-8-2;108;425860;54;6
testrun-8-2;109;777585;114;7
testrun-8-2;110;369567;72;7
testrun-8-2;111;294452;44;5
testrun-8-2;112;936589;143;11
testrun-8-2;113;655102;95;9
testrun-8-2;114;739882;94;9
testrun-8-2;115;253277;50;6
testrun-8-2;116;293623;42;5
testrun-8-2;117;325527;51;6
testrun-8-2;118;555657;99;9
testrun-8-2;119;786769;118;10
testrun-8-2;120;210042;40;5
testrun-8-2;121;591966;83;9
testrun-8-2;122;987957;147;10
testrun-8-2;123;609397;78;6
testrun-8-2;124;26890;3;6
testrun-8-2;125;285262;49;6
testrun-8-2;126;360773;53;6
testrun-8-2;127;379671;57;7
testrun-8-2;128;331537;51;7
testrun-8-2;129;869309;111;11
testrun-8-2;130;374784;50;5
testrun-8-2;131;502309;79;8
testrun-8-2;132;706888;127;10
testrun-8-2;133;501075;84;8
testrun-8-2;134;316481;53;7
testrun-8-2;135;694286;105;9
testrun-8-2;136;306318;49;6
testrun-8-2;137;341347;58;8
testrun-8-2;138;529801;89;6
testrun-8-2;139;593590;99;8
testrun-8-2;140;426425;71;7
testrun-8-2;141;878330;157;12
testrun-8-2;142;528879;85;9
testrun-8-2;143;370796;49;6
testrun-8-2;144;413582;80;7
testrun-8-2;145;445756;90;8
testrun-8-2;146;510673;91;8
testrun-8-2;147;807123;139;11
testrun-8-2;148;273894;36;4
testrun-8-2;149;430228;74;9
testrun-8-2;150;575480;95;6
testrun-8-2;151;262971;50;6
testrun-8-2;152;554774;77;8
testrun-8-2;153;279428;50;6
testrun-8-2;154;272283;56;7
testrun-8-2;155;498130;92;6
testrun-8-2;156;9091;92;6
testrun-8-2;157;147928;33;4
testrun-8-2;158;265458;48;5
testrun-8-2;159;991272;157;11
testrun-8-2;160;793689;98;7
testrun-8-2;161;376527;53;5
testrun-8-2;162;512493;93;9
testrun-8-2;163;464905;84;8
testrun-8-2;164;414114;68;8
testrun-8-2;165;622980;98;7
testrun-8-2;166;270239;49;6
testrun-8-2;167;585009;81;7
testrun-8-2;168;498094;78;8
testrun-8-2;169;636988;103;8
testrun-8-2;170;231860;43;5
testrun-8-2;171;9092;43;5
testrun-8-2;172;420584;57;4
testrun-8-2;173;639070;86;8
testrun-8-2;174;938989;141;12
testrun-8-2;175;457903;57;4
testrun-8-2;176;374129;55;5
testrun-8-2;177;395943;61;7
testrun-8-2;178;292631;56;7
testrun-8-2;179;384101;55;5
testrun-8-2;180;266115;49;6
testrun-8-2;181;358273;56;7
testrun-8-2;182;697455;124;9
testrun-8-2;183;275582;46;5
testrun-8-2;184;261313;44;6
testrun-8-2;185;527080;93;9
testrun-8-2;186;277068;51;6
testrun-8-2;187;529847;98;10
testrun-8-2;188;290224;49;5
testrun-8-2;189;514537;91;9
testrun-8-2;190;441590;82;8
testrun-8-2;191;299429;42;4
testrun-8-2;192;840450;141;9
testrun-8-2;193;707817;118;8
testrun-8-2;194;436747;55;5
testrun-8-2;195;263955;39;3
testrun-8-2;196;10125;39;3
testrun-8-2;197;358851;67;9
testrun-8-2;198;611861;108;11
testrun-8-2;199;874539;135;11
testrun-8-3;0;305490;52;7
testrun-8-3;1;334297;57;4
testrun-8-3;2;118548;18;1
testrun-8-3;3;243348;39;5
testrun-8-3;4;274440;56;8
testrun-8-3;5;453024;70;6
testrun-8-3;6;259150;46;6
testrun-8-3;7;300479;50;6
testrun-8-3;8;264613;34;4
testrun-8-3;9;615863;95;8
testrun-8-3;10;355482;57;3
testrun-8-3;11;110302;21;2
testrun-8-3;12;359448;51;4
testrun-8-3;13;347357;57;5
testrun-8-3;14;348570;51;7
testrun-8-3;15;7757;51;7
testrun-8-3;16;322117;51;7
testrun-8-3;17;539350;92;7
testrun-8-3;18;286828;54;7
testrun-8-3;19;524022;91;4
testrun-8-3;20;232282;48;7
testrun-8-3;21;7754;48;7
testrun-8-3;22;288597;44;5
testrun-8-3;23;282061;54;7
testrun-8-3;24;581127;109;8
testrun-8-3;25;692946;108;9
testrun-8-3;26;7767;108;9
testrun-8-3;27;1036207;146;8
testrun-8-3;28;246969;42;6
testrun-8-3;29;186316;39;5
testrun-8-3;30;390490;53;6
testrun-8-3;31;258199;53;7
testrun-8-3;32;10125;53;7
testrun-8-3;33;868470;130;8
testrun-8-3;34;255468;46;5
testrun-8-3;35;253815;52;7
testrun-8-3;36;427898;54;5
testrun-8-3;37;443235;78;9
testrun-8-3;38;395617;58;6
testrun-8-3;39;215319;44;5
testrun-8-3;40;249116;41;4
testrun-8-3;41;943693;138;16
testrun-8-3;42;326746;51;5
testrun-8-3;43;917389;133;9
testrun-8-3;44;348656;51;5
testrun-8-3;45;646631;100;10
testrun-8-3;46;312079;53;6
testrun-8-3;47;358745;49;4
testrun-8-3;48;518064;89;7
testrun-8-3;49;530642;98;10
testrun-8-3;50;231478;40;4
testrun-8-3;51;373269;54;5
testrun-8-3;52;404608;55;6
testrun-8-3;53;309107;53;6
testrun-8-3;54;554906;95;7
testrun-8-3;55;764850;116;6
testrun-8-3;56;315178;48;6
testrun-8-3;57;595689;92;8
testrun-8-3;58;1059836;149;12
testrun-8-3;59;318204;54;6
testrun-8-3;60;646823;108;8
testrun-8-3;61;335446;49;5
testrun-8-3;62;278642;51;5
testrun-8-3;63;224506;42;5
testrun-8-3;64;508194;89;5
testrun-8-3;65;282521;44;3
testrun-8-3;66;10125;44;3
testrun-8-3;67;254140;49;7
testrun-8-3;68;368139;49;5
testrun-8-3;69;524174;93;8
testrun-8-3;70;322496;51;5
testrun-8-3;71;546308;67;4
testrun-8-3;72;363955;48;5
testrun-8-3;73;10128;48;5
testrun-8-3;74;191570;39;5
testrun-8-3;75;336565;58;8
testrun-8-3;76;235611;45;5
testrun-8-3;77;343642;54;6
testrun-8-3;78;813496;126;10
testrun-8-3;79;231063;49;6
testrun-8-3;80;497994;86;6
testrun-8-3;81;242679;44;5
testrun-8-3;82;641398;86;8
testrun-8-3;83;688449;124;5
testrun-8-3;84;293450;54;5
testrun-8-3;85;315529;48;5
testrun-8-3;86;453234;87;10
testrun-8-3;87;238299;43;4
testrun-8-3;88;835565;129;10
testrun-8-3;89;249224;48;6
testrun-8-3;90;342995;55;6
testrun-8-3;91;809444;125;11
testrun-8-3;92;486423;92;9
testrun-8-3;93;347452;48;6
testrun-8-3;94;250066;51;5
testrun-8-3;95;924446;128;8
testrun-8-3;96;303683;49;6
testrun-8-3;97;307072;48;5
testrun-8-3;98;9095;48;5
testrun-8-3;99;287625;50;5
testrun-8-3;100;353749;49;6
testrun-8-3;101;331667;48;5
testrun-8-3;102;467389;74;8
testrun-8-3;103;516311;81;9
testrun-8-3;104;530354;98;10
testrun-8-3;105;361925;49;5
testrun-8-3;106;10125;49;5
testrun-8-3;107;653947;103;10
testrun-8-3;108;252329;48;6
testrun-8-3;109;864551;146;12
testrun-8-3;110;761383;95;7
testrun-8-3;111;844606;114;9
testrun-8-3;112;319510;47;5
testrun-8-3;113;557386;82;8
testrun-8-3;114;317814;46;5
testrun-8-3;115;546886;97;11
testrun-8-3;116;718395;116;9
testrun-8-3;117;526637;102;11
testrun-8-3;118;1170730;158;7
testrun-8-3;119;926601;132;9
testrun-8-3;120;840946;158;10
testrun-8-3;121;990698;148;8
testrun-8-3;122;762460;129;8
testrun-8-3;123;242921;42;5
testrun-8-3;124;282783;43;4
testrun-8-3;125;550845;74;7
testrun-8-3;126;699054;99;6
testrun-8-3;127;695662;100;9
testrun-8-3;128;491607;96;7
testrun-8-3;129;240764;41;4
testrun-8-3;130;301314;49;6
testrun-8-3;131;592785;105;7
testrun-8-3;132;287778;51;6
testrun-8-3;133;231962;37;3
testrun-8-3;134;212468;47;5
testrun-8-3;135;204530;40;5
testrun-8-3;136;224043;44;5
testrun-8-3;137;261112;49;6
testrun-8-3;138;219978;46;6
testrun-8-3;139;225280;46;5
testrun-8-3;140;344243;50;5
testrun-8-3;141;239841;46;6
testrun-8-3;142;570329;103;6
testrun-8-3;143;204017;42;5
testrun-8-3;144;331270;51;5
testrun-8-3;145;294096;45;5
testrun-8-3;146;604999;112;7
testrun-8-3;147;499136;75;7
testrun-8-3;148;7757;75;7
testrun-8-3;149;484799;90;7
testrun-8-3;150;485178;82;8
testrun-8-3;151;213261;42;5
testrun-8-3;152;877472;150;9
testrun-8-3;153;932100;162;11
testrun-8-3;154;299080;50;5
testrun-8-3;155;408404;74;6
testrun-8-3;156;442530;87;8
testrun-8-3;157;236276;44;4
testrun-8-3;158;520375;93;9
testrun-8-3;159;496241;74;6
testrun-8-3;160;864368;148;11
testrun-8-3;161;331874;48;5
testrun-8-3;162;524165;78;7
testrun-8-3;163;860977;119;8
testrun-8-3;164;719628;97;9
testrun-8-3;165;333985;54;6
testrun-8-3;166;634269;85;7
testrun-8-3;167;316857;52;6
testrun-8-3;168;991319;153;10
testrun-8-3;169;545124;78;7
testrun-8-3;170;300801;49;6
testrun-8-3;171;236240;37;3
testrun-8-3;172;843008;120;4
testrun-8-3;173;365912;52;5
testrun-8-3;174;523309;87;8
testrun-8-3;175;10128;87;8
testrun-8-3;176;511938;95;9
testrun-8-3;177;399976;85;9
testrun-8-3;178;396507;50;5
testrun-8-3;179;298918;52;7
testrun-8-3;180;230460;39;4
testrun-8-3;181;253697;41;4
testrun-8-3;182;591711;99;10
testrun-8-3;183;265751;41;5
testrun-8-3;184;529162;88;6
testrun-8-3;185;247128;52;7
testrun-8-3;186;365751;48;5
testrun-8-3;187;632302;128;7
testrun-8-3;188;641245;93;7
testrun-8-3;189;569388;77;7
testrun-8-3;190;9091;77;7
testrun-8-3;191;308674;49;4
testrun-8-3;192;7757;49;4
testrun-8-3;193;1047881;143;10
testrun-8-3;194;267467;42;5
testrun-8-3;195;196467;37;4
testrun-8-3;196;515654;96;7
testrun-8-3;197;293738;51;6
testrun-8-3;198;278257;49;6
testrun-8-3;199;304020;56;6
testrun-8-4;0;742908;136;6
testrun-8-4;1;257885;52;7
testrun-8-4;2;319062;49;6
testrun-8-4;3;303835;50;6
testrun-8-4;4;258446;46;6
testrun-8-4;5;780808;112;8
testrun-8-4;6;528465;70;6
testrun-8-4;7;670498;99;7
testrun-8-4;8;578683;95;9
testrun-8-4;9;399638;59;7
testrun-8-4;10;553260;89;7
testrun-8-4;11;308352;54;7
testrun-8-4;12;650197;95;8
testrun-8-4;13;520958;90;9
testrun-8-4;14;275964;51;6
testrun-8-4;15;761933;125;7
testrun-8-4;16;906227;128;6
testrun-8-4;17;380275;48;3
testrun-8-4;18;337113;54;6
testrun-8-4;19;778944;125;11
testrun-8-4;20;292576;42;4
testrun-8-4;21;454100;59;6
testrun-8-4;22;592037;91;9
testrun-8-4;23;288383;55;7
testrun-8-4;24;319784;55;7
testrun-8-4;25;1048583;164;12
testrun-8-4;26;817497;136;9
testrun-8-4;27;912022;144;14
testrun-8-4;28;996963;144;11
testrun-8-4;29;232019;39;4
testrun-8-4;30;241393;44;6
testrun-8-4;31;1076852;151;9
testrun-8-4;32;1145651;158;8
testrun-8-4;33;738171;126;11
testrun-8-4;34;946366;162;10
testrun-8-4;35;330734;57;6
testrun-8-4;36;609204;89;9
testrun-8-4;37;378799;74;7
testrun-8-4;38;420652;48;4
testrun-8-4;39;327687;60;8
testrun-8-4;40;305519;46;4
testrun-8-4;41;357885;51;4
testrun-8-4;42;481868;93;9
testrun-8-4;43;1105656;144;8
testrun-8-4;44;405202;65;6
testrun-8-4;45;7757;65;6
testrun-8-4;46;284325;47;5
testrun-8-4;47;7757;47;5
testrun-8-4;48;7754;47;5
testrun-8-4;49;443011;59;7
testrun-8-4;50;618439;83;8
testrun-8-4;51;343318;50;7
testrun-8-4;52;366799;60;7
testrun-8-4;53;251521;36;5
testrun-8-4;54;322234;53;7
testrun-8-4;55;850140;135;7
testrun-8-4;56;245693;46;5
testrun-8-4;57;235457;40;4
testrun-8-4;58;264133;46;4
testrun-8-4;59;246482;43;4
testrun-8-4;60;490412;93;6
testrun-8-4;61;253099;55;8
testrun-8-4;62;710038;91;7
testrun-8-4;63;596651;91;7
testrun-8-4;64;275083;46;5
testrun-8-4;65;419292;71;6
testrun-8-4;66;263777;48;6
testrun-8-4;67;261245;47;6
testrun-8-4;68;7757;47;6
testrun-8-4;69;563381;78;7
testrun-8-4;70;211296;33;3
testrun-8-4;71;335514;44;4
testrun-8-4;72;328387;43;3
testrun-8-4;73;242103;40;4
testrun-8-4;74;745356;106;8
testrun-8-4;75;453855;87;8
testrun-8-4;76;501072;90;8
testrun-8-4;77;998849;173;9
testrun-8-4;78;932710;152;10
testrun-8-4;79;863348;153;9
testrun-8-4;80;863269;142;11
testrun-8-4;81;698630;127;9
testrun-8-4;82;586585;120;9
testrun-8-4;83;327986;51;6
testrun-8-4;84;261352;45;5
testrun-8-4;85;464176;83;7
testrun-8-4;86;313257;48;6
testrun-8-4;87;10121;48;6
testrun-8-4;88;718702;128;7
testrun-8-4;89;9095;128;7
testrun-8-4;90;210448;39;5
testrun-8-4;91;270794;42;4
testrun-8-4;92;277631;42;4
testrun-8-4;93;309712;52;6
testrun-8-4;94;238864;48;5
testrun-8-4;95;318402;50;6
testrun-8-4;96;351719;58;7
testrun-8-4;97;7757;58;7
testrun-8-4;98;368238;54;7
testrun-8-4;99;963319;151;11
testrun-8-4;100;397379;52;6
testrun-8-4;101;331633;55;5
testrun-8-4;102;274151;44;6
testrun-8-4;103;660964;105;9
testrun-8-4;104;354387;48;5
testrun-8-4;105;625622;94;8
testrun-8-4;106;1076659;146;11
testrun-8-4;107;329775;55;7
testrun-8-4;108;858881;126;8
testrun-8-4;109;238682;44;6
testrun-8-4;110;508546;89;9
testrun-8-4;111;590272;99;11
testrun-8-4;112;366801;80;8
testrun-8-4;113;607719;76;6
testrun-8-4;114;7757;76;6
testrun-8-4;115;278422;48;5
testrun-8-4;116;296224;45;4
testrun-8-4;117;248786;53;7
testrun-8-4;118;258963;56;8
testrun-8-4;119;455931;54;5
testrun-8-4;120;264926;46;6
testrun-8-4;121;724712;99;7
testrun-8-4;122;717089;130;8
testrun-8-4;123;299335;44;5
testrun-8-4;124;405981;64;5
testrun-8-4;125;259693;55;8
testrun-8-4;126;743706;139;8
testrun-8-4;127;444060;80;7
testrun-8-4;128;317452;54;6
testrun-8-4;129;420266;65;6
testrun-8-4;130;238474;46;6
testrun-8-4;131;9088;46;6
testrun-8-4;132;257740;47;5
testrun-8-4;133;284978;45;4
testrun-8-4;134;528701;77;8
testrun-8-4;135;361257;60;7
testrun-8-4;136;314230;48;5
testrun-8-4;137;492244;95;6
testrun-8-4;138;235366;49;6
testrun-8-4;139;714131;123;7
testrun-8-4;140;784219;136;9
testrun-8-4;141;974335;154;8
testrun-8-4;142;730924;124;12
testrun-8-4;143;769445;123;6
testrun-8-4;144;349247;44;4
testrun-8-4;145;668878;86;8
testrun-8-4;146;717056;110;10
testrun-8-4;147;528704;97;11
testrun-8-4;148;618788;91;9
testrun-8-4;149;333313;53;6
testrun-8-4;150;666738;103;9
testrun-8-4;151;415463;55;6
testrun-8-4;152;356478;55;6
testrun-8-4;153;249870;48;6
testrun-8-4;154;284760;52;6
testrun-8-4;155;327789;50;5
testrun-8-4;156;189139;39;4
testrun-8-4;157;414881;77;8
testrun-8-4;158;455111;74;7
testrun-8-4;159;283191;44;4
testrun-8-4;160;282847;49;5
testrun-8-4;161;306502;53;6
testrun-8-4;162;222852;42;4
testrun-8-4;163;271960;51;7
testrun-8-4;164;328143;52;6
testrun-8-4;165;296526;50;6
testrun-8-4;166;403267;79;8
testrun-8-4;167;320170;56;7
testrun-8-4;168;524919;88;8
testrun-8-4;169;484423;89;9
testrun-8-4;170;235292;40;4
testrun-8-4;171;477647;89;8
testrun-8-4;172;693975;104;7
testrun-8-4;173;260146;45;6
testrun-8-4;174;624443;99;8
testrun-8-4;175;323525;43;4
testrun-8-4;176;271863;49;6
testrun-8-4;177;388022;77;8
testrun-8-4;178;424163;63;7
testrun-8-4;179;240308;55;8
testrun-8-4;180;311197;48;5
testrun-8-4;181;689420;115;10
testrun-8-4;182;671102;77;6
testrun-8-4;183;742108;123;8
testrun-8-4;184;780039;123;11
testrun-8-4;185;549811;84;8
testrun-8-4;186;413861;87;6
testrun-8-4;187;383545;66;5
testrun-8-4;188;393480;53;7
testrun-8-4;189;576842;122;8
testrun-8-4;190;477474;71;7
testrun-8-4;191;507555;81;8
testrun-8-4;192;193368;39;5
testrun-8-4;193;400601;73;7
testrun-8-4;194;327821;51;6
testrun-8-4;195;529419;69;7
testrun-8-4;196;508138;70;6
testrun-8-4;197;258483;43;4
testrun-8-4;198;281140;45;4
testrun-8-4;199;294866;51;5
testrun-8-5;0;867736;116;9
testrun-8-5;1;544644;96;9
testrun-8-5;2;478436;81;6
testrun-8-5;3;656456;91;9
testrun-8-5;4;722277;103;7
testrun-8-5;5;1001457;129;9
testrun-8-5;6;546143;80;5
testrun-8-5;7;473541;87;8
testrun-8-5;8;274387;52;6
testrun-8-5;9;517089;92;8
testrun-8-5;10;368001;47;4
testrun-8-5;11;284070;52;6
testrun-8-5;12;321196;56;6
testrun-8-5;13;331227;55;7
testrun-8-5;14;736297;115;11
testrun-8-5;15;570581;84;9
testrun-8-5;16;879190;135;10
testrun-8-5;17;423619;74;8
testrun-8-5;18;575303;98;10
testrun-8-5;19;321693;55;6
testrun-8-5;20;286170;47;6
testrun-8-5;21;841566;155;9
testrun-8-5;22;515394;96;9
testrun-8-5;23;321376;55;6
testrun-8-5;24;1286749;148;12
testrun-8-5;25;799133;105;8
testrun-8-5;26;265625;46;6
testrun-8-5;27;287763;46;4
testrun-8-5;28;347386;54;7
testrun-8-5;29;1003753;155;13
testrun-8-5;30;492652;83;9
testrun-8-5;31;340191;56;7
testrun-8-5;32;280958;56;7
testrun-8-5;33;361040;56;6
testrun-8-5;34;574642;90;9
testrun-8-5;35;7757;90;9
testrun-8-5;36;573086;83;6
testrun-8-5;37;277747;50;6
testrun-8-5;38;277744;53;6
testrun-8-5;39;247234;43;4
testrun-8-5;40;470257;76;7
testrun-8-5;41;325831;51;5
testrun-8-5;42;327012;52;6
testrun-8-5;43;292176;42;5
testrun-8-5;44;9091;42;5
testrun-8-5;45;825219;104;5
testrun-8-5;46;669270;86;7
testrun-8-5;47;708862;96;10
testrun-8-5;48;455214;76;6
testrun-8-5;49;246004;34;2
testrun-8-5;50;676952;98;7
testrun-8-5;51;577082;102;10
testrun-8-5;52;269194;51;7
testrun-8-5;53;555549;72;8
testrun-8-5;54;577860;102;8
testrun-8-5;55;225238;45;6
testrun-8-5;56;282173;47;6
testrun-8-5;57;353395;63;7
testrun-8-5;58;302260;45;5
testrun-8-5;59;600719;94;7
testrun-8-5;60;811910;98;5
testrun-8-5;61;215501;43;5
testrun-8-5;62;559000;83;6
testrun-8-5;63;7757;83;6
testrun-8-5;64;285947;46;5
testrun-8-5;65;406032;53;5
testrun-8-5;66;265929;41;4
testrun-8-5;67;585177;100;8
testrun-8-5;68;224017;44;6
testrun-8-5;69;536830;89;7
testrun-8-5;70;494887;87;6
testrun-8-5;71;226215;42;5
testrun-8-5;72;230127;46;4
testrun-8-5;73;272405;46;4
testrun-8-5;74;9095;46;4
testrun-8-5;75;265259;47;5
testrun-8-5;76;630392;89;8
testrun-8-5;77;873016;131;9
testrun-8-5;78;287114;48;6
testrun-8-5;79;303771;44;4
testrun-8-5;80;360899;47;5
testrun-8-5;81;253842;46;6
testrun-8-5;82;604504;88;7
testrun-8-5;83;309712;44;4
testrun-8-5;84;230211;41;3
testrun-8-5;85;906331;158;12
testrun-8-5;86;458340;72;8
testrun-8-5;87;1053972;129;12
testrun-8-5;88;850570;101;6
testrun-8-5;89;415183;71;7
testrun-8-5;90;262696;43;4
testrun-8-5;91;246992;41;3
testrun-8-5;92;526683;91;8
testrun-8-5;93;282412;42;4
testrun-8-5;94;355700;51;6
testrun-8-5;95;282458;48;5
testrun-8-5;96;286309;41;4
testrun-8-5;97;350018;50;6
testrun-8-5;98;317858;53;6
testrun-8-5;99;239019;44;5
testrun-8-5;100;271377;54;6
testrun-8-5;101;333846;54;6
testrun-8-5;102;517819;96;8
testrun-8-5;103;287729;54;6
testrun-8-5;104;263753;46;6
testrun-8-5;105;735067;138;8
testrun-8-5;106;379544;52;5
testrun-8-5;107;223981;46;6
testrun-8-5;108;701971;102;10
testrun-8-5;109;262305;48;6
testrun-8-5;110;354487;46;4
testrun-8-5;111;294161;44;4
testrun-8-5;112;474299;84;8
testrun-8-5;113;798461;125;10
testrun-8-5;114;684011;117;7
testrun-8-5;115;9095;117;7
testrun-8-5;116;908429;152;8
testrun-8-5;117;9097;152;8
testrun-8-5;118;796255;136;6
testrun-8-5;119;301754;43;6
testrun-8-5;120;595982;115;8
testrun-8-5;121;458804;81;6
testrun-8-5;122;794014;130;12
testrun-8-5;123;274984;41;4
testrun-8-5;124;210715;38;4
testrun-8-5;125;462021;76;6
testrun-8-5;126;160119;34;4
testrun-8-5;127;562830;88;9
testrun-8-5;128;9091;88;9
testrun-8-5;129;971524;147;9
testrun-8-5;130;642673;101;8
testrun-8-5;131;383776;64;8
testrun-8-5;132;552264;90;7
testrun-8-5;133;280191;47;4
testrun-8-5;134;264011;48;5
testrun-8-5;135;857379;142;12
testrun-8-5;136;241109;49;6
testrun-8-5;137;360694;52;6
testrun-8-5;138;7757;52;6
testrun-8-5;139;569251;95;7
testrun-8-5;140;771549;133;8
testrun-8-5;141;375756;53;5
testrun-8-5;142;892210;136;10
testrun-8-5;143;354930;48;5
testrun-8-5;144;1093701;153;9
testrun-8-5;145;835053;146;9
testrun-8-5;146;303782;42;5
testrun-8-5;147;322878;56;6
testrun-8-5;148;497824;73;7
testrun-8-5;149;967994;153;11
testrun-8-5;150;240762;48;6
testrun-8-5;151;326849;46;5
testrun-8-5;152;251836;42;4
testrun-8-5;153;269487;45;4
testrun-8-5;154;380356;51;5
testrun-8-5;155;854342;126;7
testrun-8-5;156;709674;128;9
testrun-8-5;157;883424;158;8
testrun-8-5;158;320556;58;8
testrun-8-5;159;545573;103;8
testrun-8-5;160;296685;49;5
testrun-8-5;161;288337;47;5
testrun-8-5;162;662133;94;7
testrun-8-5;163;269069;45;4
testrun-8-5;164;298548;52;6
testrun-8-5;165;9095;52;6
testrun-8-5;166;249923;41;4
testrun-8-5;167;1115092;142;9
testrun-8-5;168;866286;143;8
testrun-8-5;169;646152;130;9
testrun-8-5;170;290932;46;6
testrun-8-5;171;289257;51;5
testrun-8-5;172;305754;48;6
testrun-8-5;173;527296;89;9
testrun-8-5;174;303629;55;7
testrun-8-5;175;531140;108;7
testrun-8-5;176;306509;48;7
testrun-8-5;177;683740;122;9
testrun-8-5;178;412721;79;6
testrun-8-5;179;10124;79;6
testrun-8-5;180;683094;100;8
testrun-8-5;181;514819;94;11
testrun-8-5;182;757637;128;9
testrun-8-5;183;251141;44;5
testrun-8-5;184;643110;100;8
testrun-8-5;185;684085;94;7
testrun-8-5;186;233134;40;5
testrun-8-5;187;566809;92;9
testrun-8-5;188;745969;129;10
testrun-8-5;189;330035;49;5
testrun-8-5;190;458624;85;8
testrun-8-5;191;297698;49;6
testrun-8-5;192;333326;50;5
testrun-8-5;193;909849;137;9
testrun-8-5;194;567477;99;9
testrun-8-5;195;552439;85;7
testrun-8-5;196;772361;135;8
testrun-8-5;197;299305;50;5
testrun-8-5;198;757377;129;8
testrun-8-5;199;615104;107;10
testrun-8-6;0;368978;47;5
testrun-8-6;1;1096331;146;10
testrun-8-6;2;607632;95;9
testrun-8-6;3;238486;39;3
testrun-8-6;4;619218;107;8
testrun-8-6;5;506468;95;9
testrun-8-6;6;311945;47;5
testrun-8-6;7;328144;53;7
testrun-8-6;8;804252;131;10
testrun-8-6;9;810599;109;8
testrun-8-6;10;317549;41;5
testrun-8-6;11;348960;43;4
testrun-8-6;12;1035244;132;7
testrun-8-6;13;306792;44;5
testrun-8-6;14;228683;45;6
testrun-8-6;15;641328;135;9
testrun-8-6;16;760371;136;9
testrun-8-6;17;282870;47;7
testrun-8-6;18;509502;94;8
